item_key,doi,year,journal,title
C7453IZV,10.1136/bmj.h6508,2015,BMJ,BMA temporarily suspends strike action
C9HUD7IU,10.1145/3308558.3313443,2019,The World Wide Web Conference,FARE: Diagnostics for Fair Ranking using Pairwise Error Metrics
CCVBRVFC,10.1177/001979397402700405,1974,ILR Review,"Organization Size, Technology, and Frequency of Strikes"
CD4A68H7,10.3138/chr-067-02-02,1986,Canadian Historical Review,"Canada's First Doctors' Strike: Medical Relief in Winnipeg, 1932–4"
CDNXPET2,10.5040/9798216187455.ch-022,2002,Case Studies in Library Security,Everybody Out!
CF8IKSMH,10.4324/9780429453526-15,2019,British Trade Unions and Industrial Politics,Democracy and Trade Unionism on the Docks
CFRBKMMP,10.1136/bmj.f3705,2013,BMJ,Physicians' ethical obligations to hunger strikers
CGITUXS4,10.1037/apl0001057,2023,Journal of Applied Psychology,Challenging racism as a Black police officer: An emergent theory of employee anti-racism.
CGVB2EJV,10.1136/bmj.e7655,2012,BMJ,Privatisation in Spain provokes protests among doctors
CHUA9FC3,10.1136/bmj.f742,2013,BMJ,Maharashtra government is told to end doctors' strikes over poor security in hospitals
CIE6P7EK,10.1177/009102608000900311,1980,Public Personnel Management,The Impact of Flexitime on Performance and Attitudes in 25 Public Agencies
CK4SH5FR,10.1016/j.jnma.2023.01.012,2023,Journal of the National Medical Association,Impostor syndrome among minority medical students who are underrepresented in medicine
CSG7QKB2,10.1177/0143831x92133006,1992,Economic and Industrial Democracy,Learning from Each Other: The Shorter Working Week Campaigns in the German and BRtish Engineenng Industries
CTN9S2NK,10.1145/3461615.3485427,2021,Companion Publication of the 2021 International Conference o,Predicting Worker Accuracy from Nonverbal Behaviour: Benefits and Potential for Algorithmic Bias
CV8FWDIK,10.4314/ifep.v16i1.23765,2008,IFE PsychologIA,Impact of Employee Family-friendly Supportiveness on Work Performance of Employees in Organization
CWGHWF9D,10.1097/00006247-198009000-00009,1980,Nursing Management (Springhouse),Effective Management During Labor Disputes
CX5NQAWM,10.1016/s0927-5371(96)00009-7,1996,Labour Economics,Bargaining and strikes: Towards an evolutionary framework
CXXHT474,10.1504/ijesb.2016.076646,2016,International Journal of Entrepreneurship and Small Business,Tax compliance of small enterprises in Greece
CZ8HBEZQ,10.5465/ambpp.2022.12477abstract,2022,Academy of Management Proceedings,Entrepreneurial Passion and Team Performance: Leader Passion and Passion Diversity as Moderators
CZINENWT,10.1136/bmj.i314,2016,BMJ,Sixty seconds on . . . striking junior doctors
D2HC55QE,10.1136/bmj.i4619,2016,BMJ,Ballot on industrial action by GPs averted as government accepts BMA’s demands
D2QWIGHJ,10.1017/cbo9780511921506.004,2011,The Paradox of Professionalism,“The Conscience of Society?”
D5R8GKMV,10.1504/ijhtm.2023.131519,2023,International Journal of Healthcare Technology and Managemen,Intentional noncompliance: influencing employees' compliance decision in healthcare services
D9WH855E,10.1215/15476715-1634096,2013,Labor,"“The Balance Wheel”: William Allen White, the Kansas Industrial Court, and the Progressive Approach to the Lab"
DFUBR5KH,10.1097/00006199-198305000-00010,1983,Nursing Research,Television News Coverage of Nurse Strikes
DIPH3XIT,10.1097/00006247-198009000-00013,1980,Nursing Management (Springhouse),Caught in a Bind
DJZP5GCJ,10.1136/bmj.i2404,2016,BMJ,Bitter dispute leads junior doctors to take unprecedented action
DNHE6DZA,10.1037/0021-9010.91.6.1276,2006,Journal of Applied Psychology,An examination of learning processes during critical incident training: Implications for the development of ad
DNPJG955,10.17813/maiq.18.2.yw182663441j0015,2013,Mobilization: An International Quarterly,"Trust Your Boss or Listen to the Union? Information, Social Identification, Trust, and Strike Participation"
DNX77TGQ,10.1093/sw/39.3.270,1994,Social Work,Single Mothers in Sweden: Work and Welfare in the Welfare State
DRZ3KRHI,10.1136/bmj.j3374,2017,BMJ,GP leaders ballot profession on mass list closure
DS22PWTF,10.1006/obhd.2000.2904,2000,Organizational Behavior and Human Decision Processes,Latent Growth Models of Individual Change: The Case of Newcomer Adjustment
DSGXN5UE,10.1147/jrd.2019.2942287,2019,IBM Journal of Research and Development,AI Fairness 360: An extensible toolkit for detecting and mitigating algorithmic bias
DUIG7VIT,10.1097/JOM.0000000000000707,2016,Journal of Occupational &amp; Environmental Medicine,Work-Family Conflict and Employee Well-Being Over Time
DVEH8SXR,10.5172/jmo.2012.64,2011,Journal of Management &amp; Organization,Towards an understanding of the relationship between family-oriented benefits and employee behaviors: Does cow
DXAP28PV,10.1515/9781626373549,2008,,Governing the Czech Republic and Slovakia
DZ6HSNNS,10.7748/ns.28.42.7.s2,2014,Nursing Standard,"Pay strike would leave patients in the lurch, Carter tells RCN congress"
DZRVC6QW,10.1016/s0176-2680(97)00009-8,1997,European Journal of Political Economy,Wage bargaining with incomplete information in an unionized Cournot oligopoly
DZTFAQWM,10.1080/01947649509510978,1995,Journal of Legal Medicine,Collective bargaining for nurses under the national labor relations act
E4FW633K,10.7748/ns.29.2.32.s41,2014,Nursing Standard,Working to rule for a pay rise would be as effective as going on strike
E4J48SFB,10.1016/b978-0-12-805197-9.00002-4,2016,Cyber Guerilla,The hacker group
E5FV5CVD,10.17589/2309-8678-2017-5-1-5-32,2017,Russian Law Journal,Collective Labor Disputes and Strikes in Russia: The Impact of Judicial Precedents and Enforcement
E96D3IHM,10.1057/9781137304483_10,2013,New Forms and Expressions of Conflict at Work,Violent Industrial Protest in Indonesia: Cultural Phenomenon or Legacy of an Authoritarian Past?
E9UWIGH2,10.1016/s0140-6736(79)90488-4,1979,The Lancet,STRIKES BY DOCTORS: AN ETHICAL ALTERNATIVE?
EAWAWKKH,10.1093/ilj/3.1.50,1974,Industrial Law Journal,TRADE UNION PROVIDENT AND STRIKE BENEFITS
EAXU78N4,10.24384/0409-B325,2022,Oxford Brookes University,From hiding to sharing. A descriptive phenomenological study on the experience of being coached for impostor s
EBZW6B8X,10.1006/ceps.1995.1019,1995,Contemporary Educational Psychology,Achievement Orientation and the Impostor Phenomenon among College Students
EESVN6IS,10.1177/002218568602800303,1986,Journal of Industrial Relations,The Stockpile Thesis and Industrial Relations at Kambalda
EGZZVN2B,10.5465/ambpp.2022.11030abstract,2022,Academy of Management Proceedings,How Investors Shape Who and How Startups Hire
EIRB52VE,10.1037/0003-066x.61.6.581,2006,American Psychologist,"The virtue of multiculturalism: Personal transformation, character, and openness to the other."
EIZ22BVP,10.1016/0749-5978(89)90029-0,1989,Organizational Behavior and Human Decision Processes,The long-range impact of five definitions of “fair” employee selection on black employment and employee produc
EQF7ER4H,10.1037/apl0000229,2017,Journal of Applied Psychology,Quality charters or quality members? A control theory perspective on team charters and team performance.
ESAGBF9N,10.1037/apl0000515,2021,Journal of Applied Psychology,Because you’re worth the risks: Acts of oppositional courage as symbolic messages of relational value to trans
ETGF49C3,10.56159/chn.2023.a904727,2023,China: An International Journal,Judging Collective Labour Disputes in People's Courts: Is There a Right to Strike?
EURNT8GX,10.1017/cbo9780511809798.011,2009,Labor in the Era of Globalization,"Apprentice Strikes, Pay Structure, and Training in the Twentieth-Century UK Metalworking Industry"
EV7VXUJR,10.1037/0021-9010.93.4.864,2008,Journal of Applied Psychology,Human resource configurations: Investigating fit with the organizational context.
EV9BNRRD,10.1111/j.1468-232x.1961.tb00165.x,1961,Industrial Relations: A Journal of Economy and Society,Management's ‘New Look’ in Labor Relations
EVIRHAE7,10.5263/labourhistory.115.0105,2018,Labour History,"Establishing Trade Unionism in the Emerging Iron Ore Mining Industry in Western Australia's Pilbara Region, 19"
EWBKPGR8,10.1089/vio.2021.0025,2022,Violence and Gender,"Impostor Phenomenon and Discipline-Specific Experiences of Violence in Science, Technology, Engineering, and M"
F3WM4NMR,10.7748/ns.21.39.12.s19,2007,Nursing Standard,National ballots will test nurses’attitudes to taking industrial action over pay
F49VU3KJ,10.1007/s12654-014-0194-z,2014,Skipr,‘Partnernetwerk zoekt trekker’
F599J36B,10.1097/jnr.0000000000000383,2020,Journal of Nursing Research,Job Demands and the Effects on Quality of Life of Employed Family Caregivers of Older Adults With Dementia: A 
F5W4QTFM,10.4135/9781849202404.n9,2006,Industrial Relations: A Current Review,Recent Industrial Relations Developments in China and Viet Nam: The Transformation of Industrial Relations in 
F7ZND286,10.1111/j.1541-0072.1989.tb00848.x,1989,Policy Studies Journal,PUBLIC POLICY AND THE RECENT DECLINE OF STRIKES
F88QHBM9,10.1136/bmj.m454,2020,BMJ,China coronavirus: Hong Kong health staff strike to demand border closure as city records first death
FBBDZQC4,10.1037/a0021987,2011,Journal of Applied Psychology,Organizational culture and organizational effectiveness: A meta-analytic investigation of the competing values
FBGU5EG4,10.1037/apl0000484,2020,Journal of Applied Psychology,The Multidimensional Workaholism Scale: Linking the conceptualization and measurement of workaholism.
FCBKK8B9,10.1215/15476715-1-3-140,2004,Labor,From Blackjacks to Briefcases: A History of Commercialized Strikebreaking and Unionbusting in the United State
FCQTKRFI,10.1016/0022-1031(82)90083-x,1982,Journal of Experimental Social Psychology,"Audiences' reactions to self-enhancing, self-denigrating, and accurate self-presentations"
FEEPDN4M,10.1037/0021-9010.91.6.1375,2006,Journal of Applied Psychology,"Withholding inputs in team contexts: Member composition, interaction processes, evaluation structure, and soci"
FEVHRC2N,10.1177/001979397602900202,1976,ILR Review,"Union Structure, Internal Control, and Strike Activity"
FGWWNW4S,10.1097/brs.0b013e31813426fd,2007,Spine,Letters
FJA8QB2F,10.7916/D8-91SH-7K38,2018,Columbia University,Disability Perspectives on Paid Leave: A qualitative analysis of leave-taking among workers affected by disabi
FK9AZRKM,10.1086/jce199102105,1991,The Journal of Clinical Ethics,Notes on the Morality of Strike Within the Medical Profession
FKREWK36,10.1037/0021-9010.92.4.1119,2007,Journal of Applied Psychology,Work-family conflict: Experiences and health implications among immigrant Latinos.
FQVBN6R7,10.1097/00005650-197408000-00006,1974,Medical Care,The Management of Health Care Organizations- Medical vs. Administrative Orientation
FRPZTXMT,10.1111/j.1559-1816.1988.tb01199.x,1988,Journal of Applied Social Psychology,Moral Judgment in Extreme Social Contexts: Soldiers Who Refuse to Fight and Physicians Who Strike?<sup>1</sup>
FZATHJ5R,10.1177/106342669700500407,1997,Journal of Emotional and Behavioral Disorders,Balancing the Responsibilities of Work and Family Life
G48SBDII,10.5465/19416520.2013.759433,2013,Academy of Management Annals,A Critical Assessment of Charismatic—Transformational Leadership Research: Back to the Drawing Board?
G63WPXG9,10.1177/019251394015003006,1994,Journal of Family Issues,Work-Family Conflict
G6SKZGH7,10.5860/choice.47-6356,2010,Choice Reviews Online,"Vegas at odds: labor conflict in a leisure economy, 1960-1985"
G9NW3HP5,10.1108/eemcs-12-2013-0230,2014,Emerald Emerging Markets Case Studies,Decoding the strike at Bajaj Auto's Chakan plant: a negotiator's framework
GA3V2ET7,10.1080/0142159x.2022.2028751,2022,Medical Teacher,Impostorism and anxiety contribute to burnout among resident physicians
GCIG3C9C,10.1136/bmj.i78,2016,BMJ,Junior doctors’ contract talks will resume on Friday
GGF9SJ2V,10.3928/0148-4834-19840901-04,1984,Journal of Nursing Education,Collective Bargaining in the Service Setting: A Survey of Faculty Attitudes
GH7W7QGB,10.4018/irmj.2016070104,2016,Information Resources Management Journal,Finding Work-Life Balance in a Digital Age
GHJBAN56,10.1177/0143831x98193006,1998,Economic and Industrial Democracy,Unions and New Shopfloor Strike Strategies and Learning Processes among Public Employees
GURAECID,10.4324/9781003404026-10,2023,Transition Economies in Central and Eastern Europe,Entrepreneurship and Black Markets under Socialism
GV2QAAC7,10.1016/s0313-5926(08)50008-7,2008,Economic Analysis and Policy,The Shadow Economy in Germany: A Blessing or a Curse for the Official Economy?
GZ8WHG8I,10.1108/shr.2008.37207eaa.001,2008,Strategic HR Review,Ethical HR
GZPSDA9H,10.1037/a0034531,2014,Journal of Applied Psychology,A meta-analysis of shared leadership and team effectiveness.
H57JSFE5,10.1093/geront/34.6.815,1994,The Gerontologist,Aspects of Eldercare That Place Employees at Risk
H5ZBNITM,10.1097/00006247-199305000-00017,1993,Nursing Management (Springhouse),When Nurses Strike
H6IZP972,10.1177/102425899600200309,1996,Transfer: European Review of Labour and Research,Trade unions in Greece: change and continuity1
H9X7N9GB,10.1136/bmj.e8163,2012,BMJ,BMA rules out industrial action in Scottish hospitals despite strong vote in ballot
H9XPQ68X,10.1177/002218566800800207,1966,Journal of Industrial Relations,The Unskilled Worker
HA6VK6SX,10.1016/s8755-7223(87)80118-7,1987,Journal of Professional Nursing,Nurses strike in israel
HFGHVBJF,10.1037/apl0000053,2017,Journal of Applied Psychology,Reflections on the Journal of Applied Psychology for 1989 to 1994: Changes in major research themes and practi
HKNTZKH4,10.1177/0164027594161004,1994,Research on Aging,Elder Care Versus Adult Care
HMBRR76Q,10.2307/3342183,1983,Journal of Public Health Policy,Down Solid: The Origins and Development of the Black Lung Insurgency
HNPWRBZ2,10.2466/pr0.1983.53.1.335,1983,Psychological Reports,College Faculty's Attitudes toward its Union under Conditions of Adversity
HQ3XMFE5,10.1007/bf00728520,1985,Contemporary Crises,Class conflict and sectarianism in Belfast: From its origins to the 1930s
HQ7PTJX8,10.1177/002218569003200103,1990,Journal of Industrial Relations,The Determinants of Strikes in Australia
HSZ6IQ9M,10.1080/03056244.2022.2075127,2022,Review of African Political Economy,Transition now? Another coup d’état in Burkina Faso
HU74SCV5,10.1017/9781108610070.025,2019,The Cambridge Handbook of U.S. Labor Law for the Twenty-Firs,Leveraging Secondary Activity Within and Outside Legal Boundaries
HUFPNZAE,10.1016/0049-089x(82)90008-4,1982,Social Science Research,Press criteria for strike reporting: Counting or selective presentation?
HZCJQ9Q9,10.7748/ns.30.26.32.s37,2016,Nursing Standard,"Government won’t back down, but that’s fine – because neither will we"
I3IJXVSD,10.1017/s0714980800009405,1996,Canadian Journal on Aging / La Revue canadienne du vieilliss,The Impact of Caregiving on Employment: A Mediational Model of Work-Family Conflict
I3J6E4WT,10.1177/001979397803100401,1978,ILR Review,Dependence on Impasse Procedures: Police and Firefighters in New York State
I657IRFA,10.1080/03050718.2015.1115731,2015,Commonwealth Law Bulletin,A reflection on regulation of strikes in Nigeria
I9AG55NC,10.1377/hlthaff.2009.0481,2010,Health Affairs,End Of Life: A Workplace Issue
I9FNX6MR,10.7748/ns.9.42.14.s27,1995,Nursing Standard,A significant weapon
I9V4WJ36,10.2514/6.2006-5546,2006,SpaceOps 2006 Conference,A New Energy Management Strategy for IPACS of Spacecrafts
IB6ZFJQC,10.29141/2218-5003-2021-12-6-6,2022,Upravlenets,The effect of job burnout on social loafing through the mediating role of employee sabotage
IFK7RDNU,10.7748/ns.12.31.12.s22,1998,Nursing Standard,US nurses take a stand
IG8VPPF3,10.1016/s0190-7409(01)00166-9,2002,Children and Youth Services Review,Kin and non-kin foster care—findings from a National Survey
IGHNXD5D,10.13016/M2X53W,2015,Maryland Shared Open Access Repository,An analysis of the effects of family responsibility and teleworking volume on satisfaction with teleworking in
IJGNHIPN,10.1179/ita.1984.4.1.93,1984,The Italianist,"Dynamics and Consequences of an Italian Industrial Conflict (FIAT, October 1980): A Sociological Analysis"
IKBK6EQN,10.1093/ilj/22.4.287,1993,Industrial Law Journal,COMMENTARY
IMUZ62VQ,10.1017/9781316673058.007,2017,Social Rights Judgments and the Politics of Compliance,Brazil: Are Collective Suits Harder to Enforce?
IQ9XV8VF,10.1136/bmj.i188,2016,BMJ,"Strong support for strike sends clear message to government, says BMA"
IRFK4HTA,10.1177/002218567601800104,1976,Journal of Industrial Relations,Strike Sanctions and Penalties Under New Zealand's Industrial Relations Laws
IRG7VUNZ,10.4271/720572,1972,SAE Technical Paper Series,Regulation or Deregulation - Labor
ISTVAXNC,10.1177/001979397302700101,1973,ILR Review,Compulsory Arbitration: The Case of British Columbia Teachers
ITNR5EFA,10.1056/nejm197810262991708,1978,New England Journal of Medicine,Thirty Years on — Should Doctors Strike? — Sundry Clippings
ITX59Z79,10.5194/hess-2017-278-rc2,2017,,Review of manuscript Salazar et al. by Referee 2
IWBZMR8M,10.1093/hebz/9780198724353.003.0007,2019,Operations Management,Managing Supply Chain Relationships
IX6KRMFX,10.7748/ns.9.25.51.s52,1995,Nursing Standard,Nothing to lose
IXDBF3NT,10.24839/2164-8204.jn18.2.74,2013,Psi Chi Journal of Psychological Research,Connecting Gender and Mental Health to Imposter Phenomenon Feelings
J47SBTBX,10.3406/enfan.1995.2144,1995,Enfance,Le développement de la reconnaissance des expressions faciales émotionnelles du répertoire humain
J66TDP3X,10.1177/001979397102400304,1971,ILR Review,Collective Bargaining under Incomes Legislation: The Case of Britain's Buses
J8GT5MGQ,10.1108/edi-10-2015-0091,2016,"Equality, Diversity and Inclusion: An International Journal",Guest editorial
J8Z6KT82,10.5465/ambpp.2014.17058abstract,2014,Academy of Management Proceedings,Nationality Diversity and Team Performance: The Moderating Role of Interactional Justice Climate
JAC4VRAG,10.7748/ns.28.48.14.s19,2014,Nursing Standard,‘That it has come to this shows how angry and frustrated nurses are’
JAP8FTMH,10.1176/ps.20.9.279,1969,Psychiatric Services,The New York State Hospital Strikes
JB454IHP,10.1080/0739314032000071235,2003,New Political Science,"From the Wagner Act to the Human Rights Watch Report: Labor and Freedom of Expression and Association, 1935–20"
JB7SEIN3,10.1037/apl0000061,2016,Journal of Applied Psychology,The right friends in the right places: Understanding network structure as a predictor of voluntary turnover.
JB8EDWC7,10.1177/002218567101300401,1971,Journal of Industrial Relations,"The Word is Strike — Responsibilities of Government, Industrial Tribunals, Employers and Trade Unions"
JBMBZM62,10.4324/9780429501920-7,2018,Business and State in Contemporary Russia,"Trade Unions, Management, and the State in Contemporary Russia"
JCIWF39B,10.5860/choice.48-1569,2010,Choice Reviews Online,Restoring the power of unions: it takes a movement
JEDXTT8B,10.1007/978-94-007-7864-1_89-1,2016,Encyclopedia of Lipidomics,Liquid Extraction: Folch
JEF5JGZC,10.1080/10401334.2022.2056741,2022,Teaching and Learning in Medicine,Why Do We Feel Like Intellectual Frauds? A Self-Determination Theory Perspective on the Impostor Phenomenon in
JFSXMQ8N,10.1016/s1322-7696(08)60159-6,1996,Collegian,The use of dilemma situations to analyse industrial action by nurses
JFX226PH,10.3233/faia200389,2020,Frontiers in Artificial Intelligence and Applications,Learning Fairness-Aware Relational Structures
JGF3HHN8,10.1080/758535337,1992,International Review of Applied Economics,Strikes and deindustrialization in the European Community: 1970–86
JGXVQAQP,10.1111/j.1541-0072.1979.tb01250.x,1979,Policy Studies Journal,PUBLIC SECTOR UNIONISM AND TAX BURDENS: ARE THEY RELATED?*
JHQS7UTW,10.1136/bmj.d6475,2011,BMJ,Bahraini doctors are promised civilian trials after protests over harsh sentences
JIXS2A2W,10.7748/ns.29.16.14.s19,2014,Nursing Standard,"A year of honours, remembrance and a historic strike over pay"
JJNMPSS5,10.1177/009102608000900306,1980,Public Personnel Management,Collective Bargaining and the Attitudes of Local Government Personnel Managers
JMTPID8M,10.1136/bmj.h6332,2015,BMJ,"Five minutes with . . . Johann Malawana, chair of BMA’s Junior Doctors Committee"
JSA8ABNQ,10.1037/0021-9010.91.6.1292,2006,Journal of Applied Psychology,Detecting differential item functioning with confirmatory factor analysis and item response theory: Toward a u
JSBCSHVA,10.7866/hpe-rpe.13.4.1,2013,Revista Hacienda Pública Española,What Drives Tax Morale? A Focus on Emerging Economies
JUAWV36D,10.1037/apl0001144,2024,Journal of Applied Psychology,Using natural language processing to increase prediction and reduce subgroup differences in personnel selectio
JVGCNQZ8,10.1037/amp0000643,2021,American Psychologist,“Pride and prejudice” pathways to belonging: Implications for inclusive diversity practices within mainstream 
JX3CWHUE,10.1177/019263656404829111,1964,The bulletin of the National Association of Secondary School,", Professional Negotiation, Collective Bargaining, Sanctions, and Strikes"
JZ899ZAD,10.1007/978-94-007-4653-4_10,2012,Economic and Political Change in Asia and Europe,Comparing Mobilizations Against Three Social Reforms in the 2000s in Belgium
K6J37H62,10.1097/00006534-198602000-00024,1986,Plastic and Reconstructive Surgery,The Baseball Strike and Plastic Surgery
K6ZAZQ4Z,10.4324/9781315224350-15,2019,Impasse and Grievance Resolution,The Public Employee and Arbitration
K7BE4TI9,10.1177/001979398603900204,1986,ILR Review,Predictors of Individual Propensity to Strike
K7T677E4,10.1080/00358539108454051,1991,The Round Table,The industrial relations systems of two Ex‐British colonies: Zambia and Singapore
KBXTZTKE,10.1177/002218566100300210,1961,Journal of Industrial Relations,The White Collar Unionist
KBXZXVUI,10.4324/9781315552156-17,2016,The Tory World,The Conservatives and Radical Reform
KCCWVCGF,10.1136/bmj.i4895,2016,BMJ,"Safe care can’t be guaranteed if five day strikes go ahead, NHS boss warns"
KE3BAZPT,10.1017/s0098858800005682,1978,American Journal of Law &amp; Medicine,"Health Care Institution Labor Law: Case Law Developments, 1974-78"
KERACV76,10.1177/096973309700400402,1997,Nursing Ethics,"Strikes, Nurses and The Law in the UK"
KHT2V2W9,10.48550/ARXIV.2007.05443,2020,,Algorithmic Fairness in Education
KIWVH26I,10.1136/bmj.e532,2012,BMJ,Kenyan doctors vow to press government for better health services
KKREDDIP,10.1177/002218568702900404,1987,Journal of Industrial Relations,Multi-Employer Cohesion in Australian Construction
KMBV43HZ,10.1093/oso/9780198854722.003.0014,2021,Combating Fiscal Fraud and Empowering Regulators,Policy Reform Effects in the Tax Ecosystem
KP698EGK,10.1136/bmj.e3864,2012,BMJ,Doctors to take industrial action over pensions in June
KQK86E2A,10.1097/00006247-197901000-00020,1979,Nursing Management (Springhouse),To Strike or Not To Strike A debate on the ethics of strikes by nurses
KQTP7ZJF,10.2190/ef3j-f2t8-rqb5-0m21,1995,Journal of Collective Negotiations in the Public Sector,ACT 88: THE CHANGING FACE OF IMPASSE RESOLUTION FOR PENNSYLVANIA'S TEACHERS
KR6WZFZG,10.1177/019251391012001008,1991,Journal of Family Issues,Gender Differences in the Performance of Household Tasks by Adults and Children in Single-Parent and Two-Paren
KSRSPSEG,10.1017/cbo9780511804809.004,2010,Deadlocks in Multilateral Negotiations,Talking one's way out of strikes
KVRD7HPA,10.1515/1540-8884.1492,2012,The Forum,The Return of Judicial Repression: What Has Happened to the Strike?
KZ942HET,10.12968/bjon.1995.4.11.613,1995,British Journal of Nursing,Why industrial action by nurses is not justified
M22Q9ZH4,10.4135/9781446211373.n5,2006,Employment Law for Business Students,Discrimination
M4MEV9MQ,10.1006/jvbe.2000.1759,2001,Journal of Vocational Behavior,Work Cultures and Work/Family Balance
M4XDG75N,10.2139/ssrn.3065963,2017,SSRN Electronic Journal,Tax Morale and the Role of Social Norms and Reciprocity. Evidence from a Randomized Survey Experiment
M6MAWWZQ,10.1183/1025448x.00025309,2010,Sleep Apnoea,Upper airway surgery in OSA
M78WRM2H,10.7326/m14-0203,2014,Annals of Internal Medicine,Trying to Save a Health Care System: Colombian Residents Go on Strike
M7HFJBJ5,10.1163/9789004512702_043,2022,Redefining Disability,Bacon &amp; Pancake
M83UIRK5,10.3828/lhr.2019.1,2019,Labour History Review,"‘Strike Breaking, Union Breaking, Intolerance and Bigotry’: Irish Working-Class Perceptions of Fascist Italy i"
M8DTG877,10.7326/0003-4819-136-9-200205070-00023,2002,Annals of Internal Medicine,Physicians and Joint Negotiations
M8ET252U,10.1007/978-3-319-42733-1_2,2016,The Rights and Aspirations of the Magna Carta,Magna Carta 1815–2015: Filling Up the Gaps
M9XZSW7A,10.52202/068431-2473,2022,Advances in Neural Information Processing Systems 35,On Learning Fairness and Accuracy on Multiple Subgroups
MAZQ93E7,10.1001/jama.1978.03280380056018,1978,JAMA: The Journal of the American Medical Association,Psychiatric House Staff on Strike
MBM734VN,10.7748/ns.30.22.32.s36,2016,Nursing Standard,Would doctors display solidarity if nurses decided to strike?
MCBBUV2U,10.1136/bmj.e3457,2012,BMJ,UK doctors vote on industrial action for first time in 37 years
MD5HDUFK,10.1136/bmj.i187,2016,BMJ,How Jeremy Hunt derailed clinician led progress towards a seven day NHS:
ME2JFQP2,10.1093/acprof:oso/9780199270149.003.0009,2004,Varieties of Unionism,International Trade Union Revitalization: The Role of National Union Approaches
MFVFEGE4,10.1080/02582479308671767,1993,South African Historical Journal,‘Do Not Accept Kaffir Standards’: Trade Unions and Strikes among African Workers in Durban during the Second W
MINC3XSK,10.1177/002218568803000402,1988,Journal of Industrial Relations,Towards Tripartism: Industrial Relations in the Steel Industry 1978 to 1987
MM3EHKMU,10.15722/JDS.16.7.201807.5,2018,Journal of Distribution Science,Analysis of the Bicycle-Sharing Economy : Strategic Issues for Sustainable Development of Society
MMBKHHHE,10.1006/jvbe.1998.1681,1999,Journal of Vocational Behavior,"When Work–Family Benefits Are Not Enough: The Influence of Work–Family Culture on Benefit Utilization, Organiz"
MMK9HETT,10.1016/s0191-8869(98)00065-8,1998,Personality and Individual Differences,Attributional and affective responses of impostors to academic success and failure outcomes
MP6WHQWV,10.1145/3308558.3313504,2019,The World Wide Web Conference,Stereotypical Bias Removal for Hate Speech Detection Task using Knowledge-based Generalizations
MPHCD6BJ,10.1037/a0013773,2009,Journal of Applied Psychology,Information sharing and team performance: A meta-analysis.
MQ2KVTEF,10.1111/j.1467-9914.1994.tb00175.x,1994,LABOUR,Disputes and the Tactics of Industrial Action in UK Manufacturing in the 1980s
MS4P8Q7T,10.1353/fge.0.0000,2008,Fourth Genre: Explorations in Nonfiction,The Province of Magic
MTSZRG4D,10.1147/jrd.2019.2915067,2019,IBM Journal of Research and Development,HR analytics and ethics
MV6QSGAG,10.1136/bmj.322.7294.1082/a,2001,BMJ,GPs shut surgeries in protest at government targets
MZHGCRAZ,10.1145/3448139.3448200,2021,LAK21: 11th International Learning Analytics and Knowledge C,Yet Another Predictive Model? Fair Predictions of Students’ Learning Outcomes in an Online Math Learning Platf
N2EX4PWM,10.1093/oxfordhb/9780195398625.013.0022,2010,The Oxford Handbook of Judaism and Economics,"The Employee Free Choice Act, Unions, and Unionizing in Jewish Law"
N5DMJGIG,10.3917/reco.605.1079,2009,Revue économique,"Size and Development of the Shadow Economy in Germany, Austria and Other oecd-Countries"
N5F5ET46,10.12968/bjon.1995.4.9.529,1995,British Journal of Nursing,Should nurses strike?
N6PSQ53D,10.3138/cpp.35.1.99,2009,Canadian Public Policy,The Impact of Anti-Temporary Replacement Legislation on Work Stoppages: Empirical Evidence from Canada
N9EMRW6U,10.1111/j.1467-9914.1989.tb00155.x,1989,LABOUR,Pay and Industrial Relations in the UK Public Sector
NAM5C4RD,10.1258/mlj.2011.011026,2011,Medico-Legal Journal,The Recent Doctors' Strikes in India: A Point of View
NAV867KA,10.1353/mis.2002.0127,2002,The Missouri Review,Fogdog
NCANZ8TV,10.1177/001979398603900309,1986,ILR Review,The Impact of Strikes on Shareholder Equity
NF4J33VF,10.1016/0190-7409(96)00021-7,1996,Children and Youth Services Review,African Americans' foster parenting experiences: Research findings and implications for policy and practice
NF72P4F3,10.1089/vio.2021.0061,2022,Violence and Gender,"Impostor Phenomenon and Identity-Based Microaggression Among Hispanic/Latinx Individuals in Science, Technolog"
NG3D5VI7,10.1097/aia.0000000000000054,2015,International Anesthesiology Clinics,Ethics of Physician Strikes in Health Care
NH5F64TA,10.1177/001979398203500402,1982,ILR Review,"The Determinants of Strikes in the United States, 1900–1977"
NIXX5RZ3,,,,Just a moment...
NJD56JK2,10.1037/0021-9010.67.1.37,1982,Journal of Applied Psychology,Internal union dynamics during a strike: A quasi-experimental study.
NM4JA45P,10.1007/bf01115051,1993,Sociological Forum,A theoretical framework for comparisons of social movement participation
NMPJWBT4,10.1108/edi-04-2015-0030,2015,"Equality, Diversity and Inclusion: An International Journal","Working effectively across differences – diversity and inclusion at the individual, team and organizational le"
NP696GND,10.1111/j.1468-0424.1993.tb00186.x,1993,Gender &amp; History,"Respectable Men, Disorderly Others: The Language of Gender and the Lancashire Weavers' Strike of 1878 in Brita"
